008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,007
008,007
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,005
008,008
008,008
008,008
008,003
008,008
008,009
008,007
008,007
008,007
008,007
008,007
008,007
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,007
008,008
008,008
008,008
008,001
008,001
008,001
008,001
008,001
008,001
008,001
008,007
008,008
008,008
008,008
008,008
008,007
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,007
008,007
008,007
008,007
008,008
008,008
008,008
008,008
008,003
008,007
008,007
008,005
008,007
008,008
008,008
008,005
008,005
008,001
008, ,79
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,007
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,009
008,008
008,007
008,008
008,008
008,008
008,008
008,008
008,008
008,008
008,001
008,001
008,001
008,001
008,001
008,001
008,001
008,008
008,007
008,007
008,007
008,007
008,007
008,007
008,007
008,007
008,007
008,008
008,008
008,007
008,007
008,007
008,007
008,007
008,007
008,007
008,007
008,007
008,007
008,007
008,009
008,008
008,009
008,009
008,007
008,005
008,008
008,007
008,008
008,007
008,007
008,007
008,008
008,007
008,007
008,007
008,007
008,007
008,007
008,007
008,007
008,007
008,007
008,007
008,007
008,007
008,007
008,008
008,008
008,009
008,009
008,008
008,008
008,008
008,008
008,005
008,008
008, ,64
006,006
006,006
006,006
006,006
006,006
006,006
006,006
006,006
006,006
006,006
006,007
006,007
006,007
006,007
006,007
006,007
006,007
006,007
006,007
006,007
006,007
006,007
006,006
006,006
006,006
006,006
006,006
006,006
006,006
006,006
006,006
006,006
006,006
006,005
006,006
006,005
006,008
006,007
006,005
006,005
006,005
006,005
006,006
006,006
006,008
006,005
006,005
006,005
006,006
006,005
006,005
006,006
006,005
006, ,49
001,001
001,001
001,001
001,001
001,001
001,001
001,001
001,001
001,001
001,001
001,001
001,001
001,001
001,001
001,001
001,001
001,001
001,001
001,001
001,001
001,001
001,001
001,002
001,001
001,009
001,001
001,001
001,009
001,006
001,006
001,009
001,004
001,004
001,004
001,004
001,001
001,004
001,004
001,004
001,004
001,001
001,001
001,004
001,006
001,004
001,004
001,001
001,001
001,004
001,006
001,004
001,005
001,005
001,006
001,006
001, ,54
001,001
001,001
001,003
001,006
001,003
001,003
001,003
001,003
001,003
001,003
001,003
001,003
001,003
001,003
001,003
001,003
